id,title,comments,journal-ref,doi,report-no,categories,license,abstract,authors_parsed,pages
0704.1887,Origin of the 60K plateau in YBa_2Cu_3O_6+x,"5 pages of text, 3 figures, corrected two typing errors: in paragraph
  1 of page 2 ""p(x)=0.94 - replaced by p(x)=0.094"", in paragraph 2 of page 5
  ""2/3 - replaced by 2/5"". Accepted for publication in Journal of Physics
  Condensed Matter in a revised form (one page added to provide some more
  informations on length distributions of CuO chains and some references added)",J. Phys.: Condens. Matter 19 (2007) 346230,10.1088/0953-8984/19/34/346230,,['cond-mat.supr-con'],,"  A model for charge transfer mechanism in YBa2Cu3O6+x high-Tc cuprate based on
critical chain length concept is proposed to account for 60K and 90K plateaus
in Tc(x) dependence. It has been shown, when the statistics of CuO chain
formation was described in terms of two dimensional asymmetric next-to-nearest
neighbor Ising (ASYNNNI) model, that at any constant temperature below the top
of OII phase there exists a uniquely defined value of critical chain length
lcr(T) that yields a constant doping p(x)=const over the regime of OII phase
(related to 60K plateau of Tc(x)), while 90K plateau coincides with the
monotonously increasing p(x) over optimal doping level p=0.16 in the regime of
OI phase. Short length chains (l<lcr(T)), together with the first lcr(T)-2
holes in longer chains (l>lcr(T)), are taken as not capable of attracting
electrons from CuO2 planes.. It is shown that only a part (41%) of the
remaining l-lcr(T)+1 holes in the long chains can capture electrons. The
results obtained indicate that the ASYNNNI model and two-plateaus-like behavior
of Tc(x) in YBa2Cu3O6+x are closely connected.
","[['Matic', 'V. M.', ''], ['Lazarov', 'N. Dj.', '']]",5.0
0704.1888,N-homogeneous superalgebras,"42 pages, LaTeX; typos corrected, several references added,
  introduction slightly expanded",,,,"['math.QA', 'math.CO']",,"  We develop the theory of N-homogeneous algebras in a super setting, with
particular emphasis on the Koszul property. To any Hecke operator on a vector
superspace, we associate certain superalgebras and generalizing the ordinary
symmetric and Grassmann algebra, respectively. We prove that these algebras are
N-Koszul. For the special case where the Hecke operator is the ordinary
supersymmetry, we derive an $N$-generalized super-version of MacMahon's
classical ""master theorem"".
","[['Hai', 'Phung Ho', ''], ['Kriegk', 'Benoit', ''], ['Lorenz', 'Martin', '']]",42.0
0704.1889,"First and second sound modes at finite temperature in trapped Fermi
  gases from BCS to BEC","4 pages, 3 figures, replaced with revised version","Phys. Rev. A 76, 051602(R) (2007)",10.1103/PhysRevA.76.051602,,"['cond-mat.str-el', 'cond-mat.quant-gas', 'cond-mat.supr-con']",,"  We determine the temperature $T$ dependence of first and second sound mode
frequencies for trapped Fermi gases undergoing BCS to Bose Einstein
condensation (BEC) crossover. Our results are based on the two fluid equations
in conjunction with a microscopic calculation of thermodynamical variables. As
in experiment and at unitarity, we show that the lowest radial breathing mode
is $T$ independent. At finite $T$, higher order breathing modes strongly mix
with second sound. Their complex $T$ dependence should provide an alternative
way of measuring the transition temperature, $T_c$.
","[['He', 'Yan', ''], ['Chen', 'Qijin', ''], ['Chien', 'Chih-Chun', ''], ['Levin', 'K.', '']]",4.0
0704.1890,"Computation and visualization of Casimir forces in arbitrary geometries:
  non-monotonic lateral forces and failure of proximity-force approximations","Accepted for publication in Physical Review Letters. (Expected
  publication: Vol. 99 (8) 2007)","Physical Review Letters, Vol. 99, No. 8, 80401 (2007)",10.1103/PhysRevLett.99.080401,,"['physics.comp-ph', 'physics.optics', 'quant-ph']",,"  We present a method of computing Casimir forces for arbitrary geometries,
with any desired accuracy, that can directly exploit the efficiency of standard
numerical-electromagnetism techniques. Using the simplest possible
finite-difference implementation of this approach, we obtain both agreement
with past results for cylinder-plate geometries, and also present results for
new geometries. In particular, we examine a piston-like problem involving two
dielectric and metallic squares sliding between two metallic walls, in two and
three dimensions, respectively, and demonstrate non-additive and non-monotonic
changes in the force due to these lateral walls.
","[['Rodriguez', 'Alejandro', ''], ['Ibanescu', 'Mihai', ''], ['Iannuzzi', 'Davide', ''], ['Capasso', 'Federico', ''], ['Joannopoulos', 'John D.', ''], ['Johnson', 'Steven G.', '']]",
0704.1891,"Axioms for a local Reidemeister trace in fixed point and coincidence
  theory on differentiable manifolds","minor changes, synchronized with publication version","Journal of Fixed Point Theory and Applications 5, 2009, p. 237-247",10.1007/s11784-008-0055-8,,"['math.GT', 'math.GN']",,"  We give axioms which characterize the local Reidemeister trace for orientable
differentiable manifolds. The local Reidemeister trace in fixed point theory is
already known, and we provide both uniqueness and existence results for the
local Reidemeister trace in coincidence theory.
","[['Staecker', 'P. Christopher', '']]",
0704.1892,On (n+2)-dimensional n-Lie algebras,2 pages,,,,['math.RA'],,"  I show that an (n+2)-dimensional n-Lie algebra over an algebraically closed
field must have a subalgeba of codimension 1.
","[['Barnes', 'Donald W.', '']]",2.0
0704.1893,"Elastic properties of vanadium pentoxide aggregates and topological
  defects","original title was ""The junction of tactoids in lyotropic inorganic
  liquid crystals"" final form",,,,['cond-mat.soft'],http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We study the aqueous solution of vanadium pentoxide by using topology
methods. The experiments by Zocher, Kaznacheev, and Dogic exhibited, that in
the sol phases of $V_2O_5-H_2O$, the tactoid droplets of $V_2O_5$ can coalesce.
In the magnetic field, this effect is associated with a gauge field action,
viz. we consider coalescence (in the topologically more convenient term,
""junction"") of droplets as annihilation of topological defects, concerning with
the tactoid geometry. We have shown, that in the magnetic field, the tactoid
junction is mainly caused by non-Abelian monopoles (vortons), whereas the
Abelian defects almost do not annihilate. Taking into account this annihilation
mechanism, the estimations of time-aging of the $V_2O_5-H_2O$ sols may be
specified
","[['Elnikova', 'L. V.', '']]",
0704.1894,"Non-Associativity of Lorentz Transformation and Associative Reflection
  Symmetric Transformation","4 pages, 1 figure",,,,"['math-ph', 'math.MP']",,"  Each of the two moving observers observes the relative velocity of the other.
The two velocities should be equal and opposite. We have shown that this
relativistic requirement is not fulfilled by Lorentz transformation. We have
also shown that the reason is that Lorentz transformation is not associative.
Reciprocal symmetric transformation is associative and fulfills relativistic
requirements.
","[['Ahmad', 'Mushfiq', ''], ['Alam', 'M. Shah', '']]",4.0
0704.1895,Jamming dynamics in grain mixtures : An extended hydrodynamic approach,To appear in ``Fluctuation and Noise Letters'',"Fluctuation and Noise Letters, Vol. 7, No. 2 (2007), L163-L167",,,['cond-mat.soft'],,"  We study jamming in granular mixtures from the novel point of view of
extended hydrodynamics. Using a hard sphere binary mixture model we predict
that a few large grains are expected to get caged more effectively in a matrix
of small grains compared to a few small grains in a matrix of larger ones. A
similar effect has been experimentally seen in the context of colloidal
mixtures.
","[['Sinha', 'Supurna', '']]",
0704.1896,Path Distinguishability in Double Scattering of Light by Atoms,"4 pages, 1 figure; version 2: address correction",Physical Review A 76 (2007) 022101 (4 pages),10.1103/PhysRevA.76.022101,,['quant-ph'],,"  Wave-particle duality finds a natural application for electrons or light
propagating in disordered media where coherent corrections to transport are
given by two-wave interference. For scatterers with internal degrees of
freedom, these corrections are observed to be much smaller than would be
expected for structureless scatterers. By examining the basic example of the
scattering of one photon by two spin-1/2 atoms--a case-study for coherent
backscattering--we demonstrate that the loss of interference strength is
associated with which-path information stored by the scattering atoms.
","[['Miniatura', 'Christian', ''], ['Müller', 'Cord A.', ''], ['Lu', 'Yin', ''], ['Wang', 'Guangquan', ''], ['Englert', 'Berthold-Georg', '']]",4.0
0704.1897,"Constraints on transmission, dispersion, and density of states in
  dielectric multilayers and stepwise potential barriers with arbitrary layer
  arrangement","10 pages, 5 figures, to be submitted to PRE","Phys. Rev. E 77, 046602 (2008)",10.1103/PhysRevE.77.046602,,"['cond-mat.mes-hall', 'physics.optics']",,"  Normal-incidence transmission and dispersion properties of optical
multilayers and one-dimensional stepwise potential barriers in the
non-tunneling regime are analytically investigated. The optical paths of every
constituent layer in a multilayer structure, as well as the parameters of every
step of the stepwise potential barrier, are constrained by a generalized
quarter-wave condition. No other restrictions on the structure geometry is
imposed, i.e., the layers are arranged arbitrarily. We show that the density of
states (DOS) spectra of the multilayer or barrier in question are subject to
integral conservation rules similar to the Barnett-Loudon sum rule but ocurring
within a finite frequency or energy interval. In the optical case, these
frequency intervals are regular. For the potential barriers, only non-periodic
energy intervals can be present in the spectrum of any given structure, and
only if the parameters of constituent potential steps are properly chosen.
  Abstract The integral conservation relations derived analytically have also
been verified numerically. The relations can be used in dispersion-engineered
multilayer-based devices, e.g., ultrashort pulse compressors or ultracompact
optical delay lines, as well as to design multiple-quantum-well electronic
heterostructures with engineered DOS.
","[['Zhukovsky', 'S. V.', ''], ['Gaponenko', 'S. V.', '']]",10.0
0704.1898,"Electromagnetic Casimir densities for a wedge with a coaxial cylindrical
  shell","21 pages, 7 figures","Eur.Phys.J.C52:721-733,2007",10.1140/epjc/s10052-007-0409-1,,"['hep-th', 'quant-ph']",,"  Vacuum expectation values of the field square and the energy-momentum tensor
for the electromagnetic field are investigated for the geometry of a wedge with
a coaxal cylindrical boundary. All boundaries are assumed to be perfectly
conducting and both regions inside and outside the shell are considered. By
using the generalized Abel-Plana formula, the vacuum expectation values are
presented in the form of the sum of two terms. The first one corresponds to the
geometry of the wedge without the cylindrical shell and the second term is
induced by the presence of the shell. The vacuum energy density induced by the
shell is negative for the interior region and is positive for the exterior
region. The asymptotic behavior of the vacuum expectation values are
investigated in various limiting cases. It is shown that the vacuum forces
acting on the wedge sides due to the presence of the cylindrical boundary are
always attractive.
","[['Saharian', 'A. A.', '']]",21.0
